Symbol,Name,IPOYear,Sector,industry,primaryExchange,secType,currency,exchange,priceIncrement
BPTH,"Bio-Path Holdings, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
BIOS,"BioScrip, Inc.",,Health Care,Medical/Nursing Services,ISLAND,STK,USD,,
BSTC,BioSpecifics Technologies Corp,,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
BSPM,"Biostar Pharmaceuticals, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
TECH,Bio-Techne Corp,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
BEAT,"BioTelemetry, Inc.",2008,Health Care,Medical Specialities,ISLAND,STK,USD,,
BTAI,"BioXcel Therapeutics, Inc.",2018,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
BCAC,Bison Capital Acquisition Corp.,2017,Finance,Business Services,ISLAND,STK,USD,,
BCACR,Bison Capital Acquisition Corp.,2017,Finance,Business Services,ISLAND,STK,USD,,
BCACU,Bison Capital Acquisition Corp.,2017,Finance,Business Services,ISLAND,STK,USD,,
BCACW,Bison Capital Acquisition Corp.,2017,Finance,Business Services,ISLAND,STK,USD,,
BJRI,"BJ&#39;s Restaurants, Inc.",,Consumer Services,Restaurants,ISLAND,STK,USD,,
BBOX,Black Box Corporation,,Technology,Computer Communications Equipment,ISLAND,STK,USD,,
BRAC,Black Ridge Acquisition Corp.,2017,Finance,Business Services,ISLAND,STK,USD,,
BRACR,Black Ridge Acquisition Corp.,2017,Finance,Business Services,ISLAND,STK,USD,,
BRACU,Black Ridge Acquisition Corp.,2017,Finance,Business Services,ISLAND,STK,USD,,
BRACW,Black Ridge Acquisition Corp.,2017,Finance,Business Services,ISLAND,STK,USD,,
BLKB,"Blackbaud, Inc.",2004,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
BL,"BlackLine, Inc.",2016,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
BKCC,BlackRock Capital Investment Corporation,2007,n/a,n/a,ISLAND,STK,USD,,
BLNK,Blink Charging Co.,,Consumer Durables,Electrical Products,ISLAND,STK,USD,,
BLNKW,Blink Charging Co.,,Consumer Durables,Electrical Products,ISLAND,STK,USD,,
BLMN,"Bloomin&#39; Brands, Inc.",2012,Consumer Services,Restaurants,ISLAND,STK,USD,,
BCOR,"Blucora, Inc.",,Finance,Finance: Consumer Services,ISLAND,STK,USD,,
BLBD,Blue Bird Corporation,2014,Capital Goods,Construction/Ag Equipment/Trucks,ISLAND,STK,USD,,
BHBK,"Blue Hills Bancorp, Inc.",2014,Finance,Major Banks,ISLAND,STK,USD,,
BLUE,"bluebird bio, Inc.",2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
BKEP,"Blueknight Energy Partners L.P., L.L.C.",2011,Energy,Natural Gas Distribution,ISLAND,STK,USD,,
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",,Energy,Natural Gas Distribution,ISLAND,STK,USD,,
BPMC,Blueprint Medicines Corporation,2015,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ITEQ,BlueStar Israel Technology ETF,,n/a,n/a,ISLAND,STK,USD,,
BMCH,"BMC Stock Holdings, Inc.",2013,Consumer Services,RETAIL: Building Materials,ISLAND,STK,USD,,
BOFI,"BofI Holding, Inc.",2005,Finance,Savings Institutions,ISLAND,STK,USD,,
BOFIL,"BofI Holding, Inc.",,Finance,Savings Institutions,ISLAND,STK,USD,,
WIFI,"Boingo Wireless, Inc.",2011,Consumer Services,Telecommunications Equipment,ISLAND,STK,USD,,
BOJA,"Bojangles&#39;, Inc.",2015,Consumer Services,Restaurants,ISLAND,STK,USD,,
BOKF,BOK Financial Corporation,,Finance,Major Banks,ISLAND,STK,USD,,
BOKFL,BOK Financial Corporation,,Finance,Major Banks,ISLAND,STK,USD,,
BNSO,"Bonso Electronics International, Inc.",,Capital Goods,Industrial Machinery/Components,ISLAND,STK,USD,,
BKNG,Booking Holdings Inc.,,Miscellaneous,Business Services,ISLAND,STK,USD,,
BRQS,"Borqs Technologies, Inc. ",2015,Technology,EDP Services,ISLAND,STK,USD,,
BOMN,Boston Omaha Corporation,,Finance,Real Estate,ISLAND,STK,USD,,
BPFH,"Boston Private Financial Holdings, Inc.",,Finance,Major Banks,ISLAND,STK,USD,,
BPFHW,"Boston Private Financial Holdings, Inc.",,Finance,Major Banks,ISLAND,STK,USD,,
EPAY,"Bottomline Technologies, Inc.",1999,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
BOXL,Boxlight Corporation,2017,Miscellaneous,Industrial Machinery/Components,ISLAND,STK,USD,,
BCLI,Brainstorm Cell Therapeutics Inc.,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
BVNSC,Brandes Investment Trust,,n/a,n/a,ISLAND,STK,USD,,
BDGE,"Bridge Bancorp, Inc.",,Finance,Major Banks,ISLAND,STK,USD,,
BLIN          ,"Bridgeline Digital, Inc.",,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
BWB,"Bridgewater Bancshares, Inc.",2018,Finance,Major Banks,ISLAND,STK,USD,,
BRID,Bridgford Foods Corporation,,Consumer Non-Durables,Specialty Foods,ISLAND,STK,USD,,
BCOV,Brightcove Inc.,2012,Technology,EDP Services,ISLAND,STK,USD,,
BHF,"Brighthouse Financial, Inc.",,Finance,Life Insurance,ISLAND,STK,USD,,
AVGO,Broadcom Inc.,2009,Technology,Semiconductors,ISLAND,STK,USD,,
BVSN,"BroadVision, Inc.",1996,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
BYFC,Broadway Financial Corporation,,Finance,Savings Institutions,ISLAND,STK,USD,,
BWEN,"Broadwind Energy, Inc.",,Capital Goods,Metal Fabrications,ISLAND,STK,USD,,
BPY,Brookfield Property Partners L.P.,,Finance,Real Estate,ISLAND,STK,USD,,
BRKL,"Brookline Bancorp, Inc.",,Finance,Savings Institutions,ISLAND,STK,USD,,
BRKS,"Brooks Automation, Inc.",1995,Technology,Industrial Machinery/Components,ISLAND,STK,USD,,
BRKR,Bruker Corporation,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,ISLAND,STK,USD,,
BMTC,Bryn Mawr Bank Corporation,,Finance,Major Banks,ISLAND,STK,USD,,
BLMT,"BSB Bancorp, Inc.",2011,Finance,Major Banks,ISLAND,STK,USD,,
BSQR,BSQUARE Corporation,1999,Miscellaneous,Business Services,ISLAND,STK,USD,,
BLDR,"Builders FirstSource, Inc.",2005,Consumer Services,RETAIL: Building Materials,ISLAND,STK,USD,,
BFST,"Business First Bancshares, Inc.",,Finance,Major Banks,ISLAND,STK,USD,,
CFFI,C&F Financial Corporation,,Finance,Major Banks,ISLAND,STK,USD,,
CHRW,"C.H. Robinson Worldwide, Inc.",1997,Transportation,Oil Refining/Marketing,ISLAND,STK,USD,,
CA,CA Inc.,,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
CCMP,Cabot Microelectronics Corporation,2000,Technology,Semiconductors,ISLAND,STK,USD,,
CDNS,"Cadence Design Systems, Inc.",,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
CDZI,"Cadiz, Inc.",,Public Utilities,Water Supply,ISLAND,STK,USD,,
CZR,Caesars Entertainment Corporation,2012,Consumer Services,Hotels/Resorts,ISLAND,STK,USD,,
CSTE,Caesarstone Ltd.,2012,Capital Goods,Building Materials,ISLAND,STK,USD,,
PRSS,CafePress Inc.,2012,Consumer Services,Other Specialty Stores,ISLAND,STK,USD,,
CLBS,"Caladrius Biosciences, Inc.",,Health Care,Hospital/Nursing Management,ISLAND,STK,USD,,
CHY,Calamos Convertible and High Income Fund,2003,n/a,n/a,ISLAND,STK,USD,,
CHI,Calamos Convertible Opportunities and Income Fund,2002,n/a,n/a,ISLAND,STK,USD,,
CCD,Calamos Dynamic Convertible & Income Fund,,n/a,n/a,ISLAND,STK,USD,,
CHW,Calamos Global Dynamic Income Fund,2007,n/a,n/a,ISLAND,STK,USD,,
CGO,Calamos Global Total Return Fund,2005,n/a,n/a,ISLAND,STK,USD,,
CSQ,Calamos Strategic Total Return Fund,2004,n/a,n/a,ISLAND,STK,USD,,
CAMP,CalAmp Corp.,1983,Technology,Radio And Television Broadcasting And Communications Equipment,ISLAND,STK,USD,,
CVGW,"Calavo Growers, Inc.",,Consumer Non-Durables,Farming/Seeds/Milling,ISLAND,STK,USD,,
CALA,"Calithera Biosciences, Inc.",2014,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CALM,"Cal-Maine Foods, Inc.",1996,Consumer Non-Durables,Farming/Seeds/Milling,ISLAND,STK,USD,,
CLMT,"Calumet Specialty Products Partners, L.P.",2006,Energy,Integrated oil Companies,ISLAND,STK,USD,,
CRUSC,Calvert Management Series,,n/a,n/a,ISLAND,STK,USD,,
CLXT,"Calyxt, Inc.",2017,Basic Industries,Agricultural Chemicals,ISLAND,STK,USD,,
ABCD,"Cambium Learning Group, Inc.",,Consumer Services,Publishing,ISLAND,STK,USD,,
CATC,Cambridge Bancorp,,Finance,Major Banks,ISLAND,STK,USD,,
CAC,Camden National Corporation,,Finance,Major Banks,ISLAND,STK,USD,,
CAMT,Camtek Ltd.,2000,Capital Goods,Electronic Components,ISLAND,STK,USD,,
CSIQ,Canadian Solar Inc.,2006,Technology,Semiconductors,ISLAND,STK,USD,,
CGIX,"Cancer Genetics, Inc.",,Health Care,Medical Specialities,ISLAND,STK,USD,,
CPHC,Canterbury Park Holding Corporation,,Consumer Services,Services-Misc. Amusement & Recreation,ISLAND,STK,USD,,
CPLA,Capella Education Company,2006,Consumer Services,Other Consumer Services,ISLAND,STK,USD,,
CCBG,Capital City Bank Group,,Finance,Major Banks,ISLAND,STK,USD,,
CPLP,Capital Product Partners L.P.,2007,Transportation,Marine Transportation,ISLAND,STK,USD,,
CSWC,Capital Southwest Corporation,,Consumer Non-Durables,Textiles,ISLAND,STK,USD,,
CSWCL,Capital Southwest Corporation,,Consumer Non-Durables,Textiles,ISLAND,STK,USD,,
CPTA,Capitala Finance Corp.,2013,n/a,n/a,ISLAND,STK,USD,,
CPTAG,Capitala Finance Corp.,,n/a,n/a,ISLAND,STK,USD,,
CPTAL,Capitala Finance Corp.,,n/a,n/a,ISLAND,STK,USD,,
CFFN,"Capitol Federal Financial, Inc.",,Finance,Savings Institutions,ISLAND,STK,USD,,
CAPR,"Capricor Therapeutics, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CSTR,"CapStar Financial Holdings, Inc.",2016,Finance,Major Banks,ISLAND,STK,USD,,
CPST,Capstone Turbine Corporation,2000,Energy,Industrial Machinery/Components,ISLAND,STK,USD,,
CARA,"Cara Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CBLK,"Carbon Black, Inc.",2018,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
CARB,"Carbonite, Inc.",2011,Technology,EDP Services,ISLAND,STK,USD,,
CSII,"Cardiovascular Systems, Inc.",1981,Health Care,Medical/Dental Instruments,ISLAND,STK,USD,,
CDLX,"Cardlytics, Inc.",2018,Technology,"Computer Software: Programming, Data Processing",ISLAND,STK,USD,,
CATM,Cardtronics plc,2007,Miscellaneous,Business Services,ISLAND,STK,USD,,
CDNA,"CareDx, Inc.",2014,Health Care,Medical Specialities,ISLAND,STK,USD,,
CECO,Career Education Corporation,1998,Consumer Services,Other Consumer Services,ISLAND,STK,USD,,
CTRE,"CareTrust REIT, Inc.",,Consumer Services,Real Estate Investment Trusts,ISLAND,STK,USD,,
CARG,"CarGurus, Inc.",2017,Technology,EDP Services,ISLAND,STK,USD,,
CARO,Carolina Financial Corporation,,Finance,Major Banks,ISLAND,STK,USD,,
CART,"Carolina Trust BancShares, Inc.",,Finance,Major Banks,ISLAND,STK,USD,,
CRZO,"Carrizo Oil & Gas, Inc.",1997,Energy,Oil & Gas Production,ISLAND,STK,USD,,
TAST,"Carrols Restaurant Group, Inc.",2006,Consumer Services,Restaurants,ISLAND,STK,USD,,
CARV,"Carver Bancorp, Inc.",,Finance,Savings Institutions,ISLAND,STK,USD,,
CASM,"CAS Medical Systems, Inc.",,Health Care,Medical/Dental Instruments,ISLAND,STK,USD,,
CASA,"Casa Systems, Inc.",2017,Technology,Radio And Television Broadcasting And Communications Equipment,ISLAND,STK,USD,,
CWST,"Casella Waste Systems, Inc.",1997,Public Utilities,Environmental Services,ISLAND,STK,USD,,
CASY,"Caseys General Stores, Inc.",1983,Consumer Durables,Automotive Aftermarket,ISLAND,STK,USD,,
CASI,"CASI Pharmaceuticals, Inc.",,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
CASS,"Cass Information Systems, Inc",,Miscellaneous,Business Services,ISLAND,STK,USD,,
CATB,"Catabasis Pharmaceuticals, Inc.",2015,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CBIO,"Catalyst Biosciences, Inc. ",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CPRX,"Catalyst Pharmaceuticals, Inc.",2006,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CATS,"Catasys, Inc.",,Health Care,Hospital/Nursing Management,ISLAND,STK,USD,,
CATY,Cathay General Bancorp,,Finance,Major Banks,ISLAND,STK,USD,,
CATYW,Cathay General Bancorp,,Finance,Major Banks,ISLAND,STK,USD,,
CGVIC,Causeway ETMF Trust,,n/a,n/a,ISLAND,STK,USD,,
CIVEC,Causeway ETMF Trust,,n/a,n/a,ISLAND,STK,USD,,
CVCO,"Cavco Industries, Inc.",,Basic Industries,Homebuilding,ISLAND,STK,USD,,
CAVM,"Cavium, Inc.",2007,Technology,Semiconductors,ISLAND,STK,USD,,
CBFV,"CB Financial Services, Inc.",,Finance,Major Banks,ISLAND,STK,USD,,
CBAK,"CBAK Energy Technology, Inc.",,Miscellaneous,Industrial Machinery/Components,ISLAND,STK,USD,,
CBOE,"Cboe Global Markets, Inc.",2010,Finance,Investment Bankers/Brokers/Service,ISLAND,STK,USD,,
CBTX,"CBTX, Inc.",2017,Finance,Major Banks,ISLAND,STK,USD,,
CDK,"CDK Global, Inc.",,Miscellaneous,Business Services,ISLAND,STK,USD,,
CDTI,"CDTI Advanced Materials, Inc.",,Capital Goods,Pollution Control Equipment,ISLAND,STK,USD,,
CDW,CDW Corporation,2013,Consumer Services,Catalog/Specialty Distribution,ISLAND,STK,USD,,
CECE,CECO Environmental Corp.,,Capital Goods,Pollution Control Equipment,ISLAND,STK,USD,,
CELC,Celcuity Inc.,2017,Health Care,Medical Specialities,ISLAND,STK,USD,,
CELG,Celgene Corporation,1987,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CELGZ,Celgene Corporation,,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CLDX,"Celldex Therapeutics, Inc.",,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,ISLAND,STK,USD,,
APOP,Cellect Biotechnology Ltd.,2016,n/a,n/a,ISLAND,STK,USD,,
APOPW,Cellect Biotechnology Ltd.,2016,n/a,n/a,ISLAND,STK,USD,,
CLRB,"Cellectar Biosciences, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CLRBW,"Cellectar Biosciences, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CLRBZ,"Cellectar Biosciences, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CLLS,Cellectis S.A.,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
CBMG,"Cellular Biomedicine Group, Inc.",,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
CLSN,Celsion Corporation,,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CELH,"Celsius Holdings, Inc.",,Consumer Non-Durables,Beverages (Production/Distribution),ISLAND,STK,USD,,
CYAD,Celyad SA,2015,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CETX,Cemtrex Inc.,,Capital Goods,Industrial Machinery/Components,ISLAND,STK,USD,,
CETXP,Cemtrex Inc.,,Capital Goods,Industrial Machinery/Components,ISLAND,STK,USD,,
CETXW,Cemtrex Inc.,,Capital Goods,Industrial Machinery/Components,ISLAND,STK,USD,,
CDEV,"Centennial Resource Development, Inc.",2016,Energy,Oil & Gas Production,ISLAND,STK,USD,,
CSFL,CenterState Bank Corporation,,Finance,Major Banks,ISLAND,STK,USD,,
CETV,Central European Media Enterprises Ltd.,1994,Consumer Services,Broadcasting,ISLAND,STK,USD,,
CFBK,Central Federal Corporation,,Finance,Savings Institutions,ISLAND,STK,USD,,
CENT,Central Garden & Pet Company,1993,Consumer Durables,Consumer Specialties,ISLAND,STK,USD,,
CENTA,Central Garden & Pet Company,,Consumer Durables,Consumer Specialties,ISLAND,STK,USD,,
CVCY,Central Valley Community Bancorp,,Finance,Major Banks,ISLAND,STK,USD,,
CENX,Century Aluminum Company,1996,Basic Industries,Aluminum,ISLAND,STK,USD,,
CNBKA,"Century Bancorp, Inc.",1987,Finance,Major Banks,ISLAND,STK,USD,,
CNTY,"Century Casinos, Inc.",,Consumer Services,Hotels/Resorts,ISLAND,STK,USD,,
CRNT,Ceragon Networks Ltd.,,Technology,Radio And Television Broadcasting And Communications Equipment,ISLAND,STK,USD,,
CERC,Cerecor Inc.,2015,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CERCW,Cerecor Inc.,2015,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CERN,Cerner Corporation,1986,Technology,EDP Services,ISLAND,STK,USD,,
CERS,Cerus Corporation,1997,Health Care,Medical/Dental Instruments,ISLAND,STK,USD,,
KOOL,Cesca Therapeutics Inc.,,Capital Goods,Medical Specialities,ISLAND,STK,USD,,
CEVA,"CEVA, Inc.",,Technology,Semiconductors,ISLAND,STK,USD,,
CSBR,"Champions Oncology, Inc.",,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
CYOU,Changyou.com Limited,2009,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
BURG,"Chanticleer Holdings, Inc.",,Consumer Services,Restaurants,ISLAND,STK,USD,,
CTHR,Charles & Colvard Ltd.,1997,Consumer Durables,Consumer Specialties,ISLAND,STK,USD,,
GTLS,"Chart Industries, Inc.",2006,Capital Goods,Metal Fabrications,ISLAND,STK,USD,,
CHTR,"Charter Communications, Inc.",,Consumer Services,Television Services,ISLAND,STK,USD,,
CHFN,Charter Financial Corp.,2010,Finance,Savings Institutions,ISLAND,STK,USD,,
CHKP,Check Point Software Technologies Ltd.,1996,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
CHEK,Check-Cap Ltd.,2015,Health Care,Medical Electronics,ISLAND,STK,USD,,
CHEKW,Check-Cap Ltd.,2015,Health Care,Medical Electronics,ISLAND,STK,USD,,
CHEKZ,Check-Cap Ltd.,,Health Care,Medical Electronics,ISLAND,STK,USD,,
CKPT,"Checkpoint Therapeutics, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CEMI,"Chembio Diagnostics, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CHFC,Chemical Financial Corporation,,Finance,Major Banks,ISLAND,STK,USD,,
CCXI,"ChemoCentryx, Inc.",2012,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CHMG,Chemung Financial Corp,,Finance,Major Banks,ISLAND,STK,USD,,
CHKE,Cherokee Inc.,,Consumer Non-Durables,Apparel,ISLAND,STK,USD,,
CHFS,"CHF Solutions, Inc.",,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,ISLAND,STK,USD,,
CHMA,"Chiasma, Inc.",2015,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",2017,Consumer Services,Movies/Entertainment,ISLAND,STK,USD,,
CSSEP,"Chicken Soup for the Soul Entertainment, Inc.",,n/a,n/a,ISLAND,STK,USD,,
PLCE,"Children&#39;s Place, Inc. (The)",1997,Consumer Services,Clothing/Shoe/Accessory Stores,ISLAND,STK,USD,,
CMRX,"Chimerix, Inc.",2013,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CADC,"China Advanced Construction Materials Group, Inc.",,Basic Industries,Engineering & Construction,ISLAND,STK,USD,,
CALI,China Auto Logistics Inc.,,Consumer Services,Motor Vehicles,ISLAND,STK,USD,,
CAAS,"China Automotive Systems, Inc.",,Capital Goods,Auto Parts:O.E.M.,ISLAND,STK,USD,,
CBPO,"China Biologic Products Holdings, Inc.",,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
CCCL,"China Ceramics Co., Ltd.",,Capital Goods,Building Materials,ISLAND,STK,USD,,
CCCR,"China Commercial Credit, Inc.",2013,Finance,Major Banks,ISLAND,STK,USD,,
CCRC,"China Customer Relations Centers, Inc.",2015,Miscellaneous,Business Services,ISLAND,STK,USD,,
JRJC,China Finance Online Co. Limited,2004,Finance,Investment Bankers/Brokers/Service,ISLAND,STK,USD,,
HGSH,"China HGS Real Estate, Inc.",,Finance,Real Estate,ISLAND,STK,USD,,
CIFS,China Internet Nationwide Financial Services Inc.,2017,Consumer Services,Professional Services,ISLAND,STK,USD,,
CJJD,"China Jo-Jo Drugstores, Inc.",,Consumer Durables,Specialty Chemicals,ISLAND,STK,USD,,
CLDC,China Lending Corporation,2014,Finance,Diversified Financial Services,ISLAND,STK,USD,,
CHNR,"China Natural Resources, Inc.",,Basic Industries,Precious Metals,ISLAND,STK,USD,,
CREG,China Recycling Energy Corporation,,Miscellaneous,Business Services,ISLAND,STK,USD,,
CNTF,China TechFaith Wireless Communication Technology Limited,2005,n/a,n/a,ISLAND,STK,USD,,
CXDC,China XD Plastics Company Limited,,Capital Goods,Containers/Packaging,ISLAND,STK,USD,,
CCIH,ChinaCache International Holdings Ltd.,2010,Technology,EDP Services,ISLAND,STK,USD,,
CNET,"ChinaNet Online Holdings, Inc.",,Technology,"Computer Software: Programming, Data Processing",ISLAND,STK,USD,,
IMOS,ChipMOS TECHNOLOGIES INC.,,Technology,Semiconductors,ISLAND,STK,USD,,
CDXC,ChromaDex Corporation,,Consumer Durables,Specialty Chemicals,ISLAND,STK,USD,,
CHSCL,CHS Inc,,Consumer Services,Farming/Seeds/Milling,ISLAND,STK,USD,,
CHSCM,CHS Inc,,Consumer Services,Farming/Seeds/Milling,ISLAND,STK,USD,,
CHSCN,CHS Inc,,Consumer Services,Farming/Seeds/Milling,ISLAND,STK,USD,,
CHSCO,CHS Inc,,Consumer Services,Farming/Seeds/Milling,ISLAND,STK,USD,,
CHSCP,CHS Inc,,Consumer Services,Farming/Seeds/Milling,ISLAND,STK,USD,,
CHDN,"Churchill Downs, Incorporated",,Consumer Services,Services-Misc. Amusement & Recreation,ISLAND,STK,USD,,
CHUY,"Chuy&#39;s Holdings, Inc.",2012,Consumer Services,Restaurants,ISLAND,STK,USD,,
CDTX,"Cidara Therapeutics, Inc.",2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
CMCT,CIM Commercial Trust Corporation,,Consumer Services,Real Estate Investment Trusts,ISLAND,STK,USD,,
CMCTP,CIM Commercial Trust Corporation,,Consumer Services,Real Estate Investment Trusts,ISLAND,STK,USD,,
CMPR,Cimpress N.V,,Miscellaneous,Publishing,ISLAND,STK,USD,,
CINF,Cincinnati Financial Corporation,,Finance,Property-Casualty Insurers,ISLAND,STK,USD,,
CIDM,Cinedigm Corp,,Consumer Services,Consumer Electronics/Video Chains,ISLAND,STK,USD,,
CTAS,Cintas Corporation,1983,Consumer Non-Durables,Apparel,ISLAND,STK,USD,,
CRUS,"Cirrus Logic, Inc.",1989,Technology,Semiconductors,ISLAND,STK,USD,,
CSCO,"Cisco Systems, Inc.",1990,Technology,Computer Communications Equipment,ISLAND,STK,USD,,
CTRN,"Citi Trends, Inc.",2005,Consumer Services,Clothing/Shoe/Accessory Stores,ISLAND,STK,USD,,
CTXR,"Citius Pharmaceuticals, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CTXRW,"Citius Pharmaceuticals, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CZNC,Citizens & Northern Corp,,Finance,Major Banks,ISLAND,STK,USD,,
CZWI,"Citizens Community Bancorp, Inc.",,Finance,Savings Institutions,ISLAND,STK,USD,,
CZFC,Citizens First Corporation,,Finance,Major Banks,ISLAND,STK,USD,,
CIZN,Citizens Holding Company,,Finance,Major Banks,ISLAND,STK,USD,,
CTXS,"Citrix Systems, Inc.",1995,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
CHCO,City Holding Company,,Finance,Major Banks,ISLAND,STK,USD,,
CIVB,"Civista Bancshares, Inc. ",,Finance,Major Banks,ISLAND,STK,USD,,
CIVBP,"Civista Bancshares, Inc. ",,Finance,Major Banks,ISLAND,STK,USD,,
CLAR,Clarus Corporation,,Consumer Non-Durables,Recreational Products/Toys,ISLAND,STK,USD,,
CLNE,Clean Energy Fuels Corp.,2007,Public Utilities,Natural Gas Distribution,ISLAND,STK,USD,,
CACG,ClearBridge All Cap Growth ETF,,n/a,n/a,ISLAND,STK,USD,,
YLDE,ClearBridge Dividend Strategy ESG ETF,,n/a,n/a,ISLAND,STK,USD,,
LRGE,ClearBridge Large Cap Growth ESG ETF,,n/a,n/a,ISLAND,STK,USD,,
CLFD,"Clearfield, Inc.",,Public Utilities,Telecommunications Equipment,ISLAND,STK,USD,,
CLRO,"ClearOne, Inc.",,Public Utilities,Telecommunications Equipment,ISLAND,STK,USD,,
CLSD,"Clearside Biomedical, Inc.",2016,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CLIR,ClearSign Combustion Corporation,2012,Capital Goods,Industrial Machinery/Components,ISLAND,STK,USD,,
CLIRW,ClearSign Combustion Corporation,,Capital Goods,Industrial Machinery/Components,ISLAND,STK,USD,,
CMTA,Clementia Pharmaceuticals Inc.,2017,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CBLI,"Cleveland BioLabs, Inc.",2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,ISLAND,STK,USD,,
CLVS,"Clovis Oncology, Inc.",2011,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CLPS,CLPS Incorporation,2018,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
CMFN,CM Finance Inc,2014,n/a,n/a,ISLAND,STK,USD,,
CMSS,CM Seven Star Acquisition Corporation,2017,Finance,Business Services,ISLAND,STK,USD,,
CMSSR,CM Seven Star Acquisition Corporation,2017,Finance,Business Services,ISLAND,STK,USD,,
CMSSU,CM Seven Star Acquisition Corporation,2017,Finance,Business Services,ISLAND,STK,USD,,
CMSSW,CM Seven Star Acquisition Corporation,2017,Finance,Business Services,ISLAND,STK,USD,,
CME,CME Group Inc.,2002,Finance,Investment Bankers/Brokers/Service,ISLAND,STK,USD,,
CCNE,CNB Financial Corporation,,Finance,Major Banks,ISLAND,STK,USD,,
CWAY,"Coastway Bancorp, Inc.",2014,Finance,Savings Institutions,ISLAND,STK,USD,,
COBZ,CoBiz Financial Inc.,1998,Finance,Major Banks,ISLAND,STK,USD,,
COKE,Coca-Cola Bottling Co. Consolidated,1972,Consumer Non-Durables,Beverages (Production/Distribution),ISLAND,STK,USD,,
COCP,"Cocrystal Pharma, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
CODA,"Coda Octopus Group, Inc.",,Capital Goods,Industrial Machinery/Components,ISLAND,STK,USD,,
